a_sku_id,b_url,c_price,c_price1,c_price2_x,c_price3_x,c_price4_x,c_price5_x,c_price6_x,c_price7_x,c_price8_x,c_price9_x,c_price10_x,c_price2_y,c_price3_y,c_price4_y,c_price5_y,c_price6_y,c_price7_y,c_price8_y,c_price9_y,c_price10_y,c_price2,d2018-11-02 10:28:55
573190,http://www.banggo.com/goods/573190.shtml,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
579099,http://www.banggo.com/goods/579099.shtml,239.0,239.0,239.0,239.0,239.0,239.0,239.0,299.0,299.0,299.0,299.0,299.0,299.0,249.0,249.0,299.0,299.0,299.0,299.0,239.0,239.0,249.0
579102,http://www.banggo.com/goods/579102.shtml,239.0,239.0,239.0,239.0,239.0,239.0,239.0,299.0,299.0,299.0,299.0,299.0,299.0,249.0,249.0,299.0,299.0,299.0,299.0,239.0,239.0,249.0
575113,http://www.banggo.com/goods/575113.shtml,59.0,59.0,59.0,59.0,59.0,59.0,59.0,119.0,119.0,119.0,119.0,119.0,119.0,59.0,59.0,119.0,119.0,119.0,119.0,59.0,59.0,59.0
557175,http://www.banggo.com/goods/557175.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
557179,http://www.banggo.com/goods/557179.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
574290,http://www.banggo.com/goods/574290.shtml,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
575120,http://www.banggo.com/goods/575120.shtml,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0
576322,http://www.banggo.com/goods/576322.shtml,59.0,59.0,59.0,59.0,59.0,59.0,59.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,79.0,79.0,59.0,59.0,59.0
576330,http://www.banggo.com/goods/576330.shtml,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
581199,http://www.banggo.com/goods/581199.shtml,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,99.0,99.0,79.0,79.0,79.0
581205,http://www.banggo.com/goods/581205.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,159.0,159.0,129.0,129.0,139.0
581210,http://www.banggo.com/goods/581210.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,159.0,159.0,129.0,129.0,139.0
581214,http://www.banggo.com/goods/581214.shtml,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0
581215,http://www.banggo.com/goods/581215.shtml,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0
583084,http://www.banggo.com/goods/583084.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
583085,http://www.banggo.com/goods/583085.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
583090,http://www.banggo.com/goods/583090.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
557181,http://www.banggo.com/goods/557181.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
569125,http://www.banggo.com/goods/569125.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
573191,http://www.banggo.com/goods/573191.shtml,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
573193,http://www.banggo.com/goods/573193.shtml,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
573194,http://www.banggo.com/goods/573194.shtml,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
575114,http://www.banggo.com/goods/575114.shtml,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0
583081,http://www.banggo.com/goods/583081.shtml,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
583098,http://www.banggo.com/goods/583098.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
583120,http://www.banggo.com/goods/583120.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
583121,http://www.banggo.com/goods/583121.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
583122,http://www.banggo.com/goods/583122.shtml,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
583123,http://www.banggo.com/goods/583123.shtml,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
527297,http://www.banggo.com/goods/527297.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
530445,http://www.banggo.com/goods/530445.shtml,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,,1279.0,1279.0,1279.0,1599.0,1599.0,1279.0,1279.0,1599.0,1599.0,1279.0,1279.0,1599.0
530458,http://www.banggo.com/goods/530458.shtml,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
536393,http://www.banggo.com/goods/536393.shtml,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
548471,http://www.banggo.com/goods/548471.shtml,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,,479.0,479.0,479.0,599.0,599.0,479.0,479.0,599.0,599.0,479.0,479.0,599.0
548491,http://www.banggo.com/goods/548491.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
549305,http://www.banggo.com/goods/549305.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
549306,http://www.banggo.com/goods/549306.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
527226,http://www.banggo.com/goods/527226.shtml,359.0,359.0,359.0,359.0,359.0,359.0,359.0,379.0,379.0,,379.0,379.0,379.0,379.0,379.0,379.0,379.0,449.0,449.0,359.0,359.0,379.0
557187,http://www.banggo.com/goods/557187.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
508164,http://www.banggo.com/goods/508164.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,,129.0,129.0,129.0,129.0,129.0,129.0,129.0,249.0,249.0,129.0,129.0,129.0
508167,http://www.banggo.com/goods/508167.shtml,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,,179.0,179.0,179.0,179.0,179.0,179.0,179.0,349.0,349.0,179.0,179.0,179.0
508168,http://www.banggo.com/goods/508168.shtml,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,,179.0,179.0,179.0,179.0,179.0,179.0,179.0,349.0,349.0,179.0,179.0,179.0
511170,http://www.banggo.com/goods/511170.shtml,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,,159.0,159.0,159.0,135.15,135.15,159.0,159.0,159.0,159.0,159.0,159.0,159.0
513298,http://www.banggo.com/goods/513298.shtml,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,,249.0,249.0,249.0,249.0,249.0,249.0,249.0,499.0,499.0,249.0,249.0,249.0
527225,http://www.banggo.com/goods/527225.shtml,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,,249.0,249.0,249.0,249.0,249.0,249.0,249.0,299.0,299.0,239.0,239.0,249.0
527227,http://www.banggo.com/goods/527227.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
527231,http://www.banggo.com/goods/527231.shtml,359.0,359.0,359.0,359.0,359.0,359.0,359.0,379.0,379.0,,379.0,379.0,379.0,379.0,379.0,379.0,379.0,449.0,449.0,359.0,359.0,379.0
527233,http://www.banggo.com/goods/527233.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
527265,http://www.banggo.com/goods/527265.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
527268,http://www.banggo.com/goods/527268.shtml,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,,199.0,199.0,199.0,199.0,199.0,199.0,199.0,399.0,399.0,199.0,199.0,199.0
530442,http://www.banggo.com/goods/530442.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,849.0,849.0,,849.0,849.0,849.0,721.65,721.65,849.0,849.0,999.0,999.0,799.0,799.0,849.0
557171,http://www.banggo.com/goods/557171.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,288.15,288.15,339.0,339.0,399.0,399.0,319.0,319.0,339.0
557172,http://www.banggo.com/goods/557172.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
557174,http://www.banggo.com/goods/557174.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,288.15,288.15,339.0,339.0,399.0,399.0,319.0,319.0,339.0
557192,http://www.banggo.com/goods/557192.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
557193,http://www.banggo.com/goods/557193.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
563002,http://www.banggo.com/goods/563002.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,339.0,339.0,339.0,339.0,399.0,399.0,319.0,319.0,339.0
569075,http://www.banggo.com/goods/569075.shtml,719.0,719.0,719.0,719.0,719.0,719.0,719.0,759.0,759.0,,759.0,759.0,759.0,759.0,759.0,759.0,759.0,899.0,899.0,719.0,719.0,759.0
569096,http://www.banggo.com/goods/569096.shtml,639.0,639.0,639.0,639.0,639.0,639.0,639.0,679.0,679.0,,679.0,679.0,679.0,679.0,679.0,679.0,679.0,799.0,799.0,639.0,639.0,679.0
573178,http://www.banggo.com/goods/573178.shtml,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
519301,http://www.banggo.com/goods/519301.shtml,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,259.0,259.0,259.0,259.165,259.165,259.0,259.0,259.0,259.0,259.0,259.0,259.0
520064,http://www.banggo.com/goods/520064.shtml,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,,249.0,249.0,249.0,249.0,249.0,249.0,249.0,499.0,499.0,249.0,249.0,249.0
550261,http://www.banggo.com/goods/550261.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
550262,http://www.banggo.com/goods/550262.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,339.0,339.0,339.0,339.0,399.0,399.0,319.0,319.0,339.0
550275,http://www.banggo.com/goods/550275.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
548442,http://www.banggo.com/goods/548442.shtml,239.0,239.0,239.0,239.0,239.0,239.0,239.0,249.0,249.0,,249.0,249.0,249.0,249.0,249.0,249.0,249.0,299.0,299.0,239.0,239.0,249.0
548446,http://www.banggo.com/goods/548446.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,339.0,339.0,339.0,339.0,399.0,399.0,319.0,319.0,339.0
548448,http://www.banggo.com/goods/548448.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,339.0,339.0,339.0,339.0,399.0,399.0,319.0,319.0,339.0
548457,http://www.banggo.com/goods/548457.shtml,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,,229.0,229.0,229.0,229.0,229.0,229.0,229.0,449.0,449.0,229.0,229.0,229.0
548467,http://www.banggo.com/goods/548467.shtml,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,,229.0,229.0,229.0,229.0,229.0,229.0,229.0,449.0,449.0,229.0,229.0,229.0
548479,http://www.banggo.com/goods/548479.shtml,319.0,319.0,319.0,319.0,319.0,319.0,319.0,339.0,339.0,,339.0,339.0,339.0,339.0,339.0,339.0,339.0,399.0,399.0,319.0,319.0,339.0
548490,http://www.banggo.com/goods/548490.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
573186,http://www.banggo.com/goods/573186.shtml,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
574269,http://www.banggo.com/goods/574269.shtml,199.0,199.0,199.0,199.0,199.0,199.0,199.0,209.0,209.0,,209.0,209.0,209.0,209.0,209.0,209.0,209.0,249.0,249.0,199.0,199.0,209.0
575105,http://www.banggo.com/goods/575105.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,139.0,139.0,,139.0,139.0,139.0,139.0,139.0,139.0,139.0,159.0,159.0,129.0,129.0,139.0
575108,http://www.banggo.com/goods/575108.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,139.0,139.0,,139.0,139.0,139.0,139.0,139.0,139.0,139.0,159.0,159.0,129.0,129.0,139.0
530462,http://www.banggo.com/goods/530462.shtml,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
537262,http://www.banggo.com/goods/537262.shtml,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
539378,http://www.banggo.com/goods/539378.shtml,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
540059,http://www.banggo.com/goods/540059.shtml,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0,5999.0
513318,http://www.banggo.com/goods/513318.shtml,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
513319,http://www.banggo.com/goods/513319.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0
527280,http://www.banggo.com/goods/527280.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
527291,http://www.banggo.com/goods/527291.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
527294,http://www.banggo.com/goods/527294.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
547000,http://www.banggo.com/goods/547000.shtml,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0,599.0
547001,http://www.banggo.com/goods/547001.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
519278,http://www.banggo.com/goods/519278.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
519280,http://www.banggo.com/goods/519280.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0
519283,http://www.banggo.com/goods/519283.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0
538316,http://www.banggo.com/goods/538316.shtml,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
519260,http://www.banggo.com/goods/519260.shtml,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
527281,http://www.banggo.com/goods/527281.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0
530447,http://www.banggo.com/goods/530447.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,849.0,849.0,,849.0,849.0,849.0,721.65,721.65,849.0,849.0,999.0,999.0,799.0,799.0,849.0
508158,http://www.banggo.com/goods/508158.shtml,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,199.0,199.0,99.0,99.0,99.0
508159,http://www.banggo.com/goods/508159.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,,129.0,129.0,129.0,129.0,129.0,129.0,129.0,249.0,249.0,129.0,129.0,129.0
508162,http://www.banggo.com/goods/508162.shtml,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,,129.0,129.0,129.0,129.0,129.0,129.0,129.0,249.0,249.0,129.0,129.0,129.0
508169,http://www.banggo.com/goods/508169.shtml,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,199.0,199.0,99.0,99.0,99.0
508170,http://www.banggo.com/goods/508170.shtml,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,199.0,199.0,99.0,99.0,99.0
511172,http://www.banggo.com/goods/511172.shtml,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0
513285,http://www.banggo.com/goods/513285.shtml,399.0,399.0,399.0,399.0,399.0,399.0,399.0,419.0,419.0,,419.0,419.0,419.0,419.0,419.0,419.0,419.0,499.0,499.0,399.0,399.0,419.0
513288,http://www.banggo.com/goods/513288.shtml,359.0,359.0,359.0,359.0,359.0,359.0,359.0,379.0,379.0,,379.0,379.0,379.0,379.0,379.0,379.0,379.0,449.0,449.0,359.0,359.0,379.0
513302,http://www.banggo.com/goods/513302.shtml,479.0,479.0,479.0,479.0,479.0,479.0,479.0,509.0,509.0,,509.0,509.0,509.0,509.0,509.0,509.0,509.0,599.0,599.0,479.0,479.0,509.0
536376,http://www.banggo.com/goods/536376.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,849.0,849.0,,849.0,849.0,849.0,721.65,721.65,849.0,849.0,999.0,999.0,799.0,799.0,849.0
536379,http://www.banggo.com/goods/536379.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,849.0,849.0,,849.0,849.0,849.0,721.65,721.65,849.0,849.0,999.0,999.0,799.0,799.0,849.0
536382,http://www.banggo.com/goods/536382.shtml,959.0,959.0,959.0,959.0,959.0,959.0,959.0,1019.0,1019.0,,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1199.0,1199.0,959.0,959.0,1019.0
536383,http://www.banggo.com/goods/536383.shtml,959.0,959.0,959.0,959.0,959.0,959.0,959.0,1019.0,1019.0,,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0,1199.0,1199.0,959.0,959.0,1019.0
536385,http://www.banggo.com/goods/536385.shtml,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1359.0,1359.0,,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1599.0,1599.0,1279.0,1279.0,1359.0
536386,http://www.banggo.com/goods/536386.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,849.0,849.0,,849.0,849.0,849.0,721.65,721.65,849.0,849.0,999.0,999.0,799.0,799.0,849.0
536389,http://www.banggo.com/goods/536389.shtml,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,999.0,999.0,999.0,849.15,849.15,999.0,999.0,999.0,999.0,999.0,999.0,999.0
536390,http://www.banggo.com/goods/536390.shtml,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1019.15,1019.15,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
536391,http://www.banggo.com/goods/536391.shtml,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
537254,http://www.banggo.com/goods/537254.shtml,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,999.0,999.0,999.0,849.15,849.15,999.0,999.0,999.0,999.0,999.0,999.0,999.0
537257,http://www.banggo.com/goods/537257.shtml,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
537265,http://www.banggo.com/goods/537265.shtml,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
538302,http://www.banggo.com/goods/538302.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0
538308,http://www.banggo.com/goods/538308.shtml,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,,899.0,899.0,899.0,764.15,764.15,899.0,899.0,899.0,899.0,899.0,899.0,899.0
538331,http://www.banggo.com/goods/538331.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0
538332,http://www.banggo.com/goods/538332.shtml,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0,1799.0
538339,http://www.banggo.com/goods/538339.shtml,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
538344,http://www.banggo.com/goods/538344.shtml,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,,699.0,699.0,699.0,698.615,698.615,699.0,699.0,699.0,699.0,699.0,699.0,699.0
538345,http://www.banggo.com/goods/538345.shtml,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,,799.0,799.0,799.0,798.915,798.915,799.0,799.0,799.0,799.0,799.0,799.0,799.0
539354,http://www.banggo.com/goods/539354.shtml,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
